committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,previous_file_number,amendment_indicator,amendment_number,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_state,candidate_office_district,candidate_party,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,election_type,election_type_full,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,most_recent,filing_date,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00859355,BATTLEGROUND NEW YORK,2024,48,202401159600075326,24,1743461,MIDSTATE PRINTING GROUP,,,,1234 SUMMER STREET,SUITE 304,STAMFORD,CT,6901,1743461,N,0,PRINTING OF CANVASSING MATERIALS (ESTIMATE),2024-01-13 00:00:00,2024-01-13 00:00:00,7700.00,324328.00,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"SEAY, GABRIELLE",2024-01-15 00:00:00,,,,O2024,SPECIAL GENERAL,,,GABRIELLE,,SEAY,WFT20240151550-1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011620241815498004,4011620241815648009,,,t,t,2024-01-15 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401159600075326
C00495028,HMP,2023,48,202312299599926293,24,1740861,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1740861,N,0,DIGITAL ADVERTISING - ESTIMATE,2023-12-27 00:00:00,2023-12-27 00:00:00,51509.64,52539.64,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2023-12-29 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500483581,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4122920231813513003,4122920231813530004,,,t,t,2023-12-29 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202312299599926293
C00495028,HMP,2024,24,202402039619675476,24,1754256,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1754256,N,0,DIGITAL PRODUCTION - ESTIMATE,2024-02-02 00:00:00,2024-02-02 00:00:00,5139.00,3861770.50,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2024-02-03 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500489771,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020420241819391000,4020420241819398000,,,t,t,2024-02-03 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402039619675476
C00710848,DMFI PAC,2024,48,202401199600126356,24,1744595,JEWISH VOICE,,,,641 LEXINGTON AVE,,NEW YORK,NY,100224503,1744595,N,0,ESTIMATED PRINT ADVERTISING,2024-01-19 00:00:00,2024-01-19 00:00:00,14000.00,34276.00,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"PETTERSON, JAY",2024-01-19 00:00:00,,,,O2024,SPECIAL GENERAL,,,JAY,,PETTERSON,500650389,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011920241815780013,4011920241815858047,,,t,t,2024-01-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401199600126356
C00486845,LCV VICTORY FUND,2023,48,202401119600034006,24,1742801,PURDY PROJECTS LLC,,,,1414 17TH ST NW,APT 704,WASHINGTON,DC,200366444,1742801,N,0,CONSULTING - FIELD CAMPAIGNS,2024-01-09 00:00:00,2024-01-09 00:00:00,3375.00,262573.41,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"SONEKAN, TITI",2024-01-11 00:00:00,,,,O2024,SPECIAL GENERAL,,,TITI,,SONEKAN,500428112,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011120241815260014,4011120241815336095,,,t,t,2024-01-11 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401119600034006
C00580068,PROGRESSIVE TURNOUT PROJECT,2016,48,201610199033052081,24,1110286,"POWER PLAY STRATEGIES, LLC",,,,533 84TH ST,,BROOKLYN,NY,112094701,1110286,N,,FIELD CONSULTING,2016-10-18 00:00:00,2016-10-18 00:00:00,30000.00,55000.00,,,S,,,H6NY03247,"SUOZZI, TOM",,TOM,,SUOZZI,,H,NY,3,DEM,,,,,,,,"PASCAL, HARRY",2016-10-19 00:00:00,,,,G2016,,,,HARRY,,PASCAL,VQZ6GAAQVQ5,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101920161344296348,4101920161344304504,,,t,t,2016-10-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201610199033052081
C90015140,AFT SOLIDARITY,2024,24,202401269600436904,,1746449,RED HORSE STRATEGIES,,,,55 WASHINGTON ST,,BROOKLYN,NY,11201,1746449,N,0,DIGITAL AD BUY & PRODUCTION,2024-01-25 00:00:00,,94350.00,94350.00,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,,,,,,S2024,SPECIAL,,,,,,F57.4667,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4012620241816523000,4012620241816526000,,,t,t,2024-01-26 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202401269600436904
C00495028,HMP,2024,24,202401269600442716,24,1746532,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1746532,N,0,DIGITAL PRODUCTION - ESTIMATE,2024-01-25 00:00:00,2024-01-25 00:00:00,7643.00,2137209.94,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2024-01-26 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500488646,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012720241817162001,4012720241817178004,,,t,t,2024-01-26 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401269600442716
C90011172,AFSCME WORKING FAMILIES FUND,2024,24,202401299600469893,,1747331,RED HORSE STRATEGIES,,,,55 WASHINGTON STREET,SUITE 702,BROOKLYN,NY,11201,1746491,A,1,MAILER TO GENERAL PUBLIC SUPPORTING TOM SUOZZI - ESTIMATE,2024-01-26 00:00:00,,21924.00,27717.00,4,Advertising Expenses ,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,,,,,,S2024,SPECIAL,,,,,,F57.4817,,N,NO CHANGE,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4012920241817223001,4012920241817226004,,,t,t,2024-01-29 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202401299600469893
C00787945,BLUEWAVEAMERICA,2024,48,202401309600673246,24,1748859,"VAN NESS CREATIVE STRATEGIES, LLC",,,,61 GREENPOINT AVE.,SUITE 505,BROOKLYN,NY,11222,1748859,N,0,EMAILS AND TEXT MESSAGES HIGHLIGHTING THE CAMPAIGN OF SUOZZI,2024-01-30 00:00:00,2024-02-01 00:00:00,750.00,750.00,3,Solicitation and Fundraising Expenses ,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00787945,,,,,,,"HEAVRIN, MARY CHRISTINA",2024-01-30 00:00:00,,,,G2024,,,,MARY,CHRISTINA,HEAVRIN,SE.102886,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4013020241817434012,4013020241817738583,,,t,t,2024-01-30 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401309600673246
C00680983,"NO LABELS ACTION, INC.",2018,48,201809189121962251,24,1262005,"THE PIVOT GROUP, INC.",,,,1509 16TH STREET NW,3RD FLOOR,WASHINGTON,DC,20036,1262005,N,,DIRECT MAIL PRINTING AND POSTAGE,2018-09-18 00:00:00,2018-09-17 00:00:00,23835.13,23835.13,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00680983,,,,,,,"RIDDLE, CLARINE NARDI",2018-09-18 00:00:00,,,,G2018,,,,CLARINE,NARDI,RIDDLE,SE.4218,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4091820181591071371,4091820181591077026,,,t,t,2018-09-18 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201809189121962251
C90015991,JIM OWLES LIBERAL DEMOCRATIC CLUB,2016,24,201607269021938097,,1091134,ATLAS DIRECT MAIL,,,,92 MAGNOLIA AVENUE,,WESTBURY,NY,11590,1091134,N,,PRIMARY ELECTION MAILER,2016-06-23 00:00:00,,1961.58,2018.48,4,Advertising Expenses ,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,,,,,,P2016,PRIMARY,,,,,,F57.000004,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4080120161307392101,4080120161307393484,,,t,t,2016-07-26 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?201607269021938097
C00710848,DMFI PAC,2024,48,202401199600126357,24,1744595,RICHNER COMMUNICATIONS,,,,2 ENDO BLVD,,GARDEN CITY,NY,115306707,1744595,N,0,ESTIMATED PRINT ADVERTISING PRODUCTION,2024-01-17 00:00:00,2024-01-19 00:00:00,4276.00,34276.00,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"PETTERSON, JAY",2024-01-19 00:00:00,,,,O2024,SPECIAL GENERAL,,,JAY,,PETTERSON,500650330,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011920241815780013,4011920241815858049,,,t,t,2024-01-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401199600126357
C00680983,"NO LABELS ACTION, INC.",2018,48,201809309124266766,24,1264408,"THE PIVOT GROUP, INC.",,,,1509 16TH STREET NW,3RD FLOOR,WASHINGTON,DC,20036,1264408,N,,DIRECT MAIL PRINTING AND POSTAGE,2018-09-30 00:00:00,2018-09-28 00:00:00,23195.13,47030.26,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,C00680983,,,,,,,"RIDDLE, CLARINE NARDI",2018-09-30 00:00:00,,,,G2018,,,,CLARINE,NARDI,RIDDLE,SE.4272,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4093020181593004576,4093020181593005748,,,t,t,2018-09-30 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?201809309124266766
C00495028,HMP,2024,48,202401189600114999,24,1744351,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1744351,N,0,DIGITAL ADVERTISING - ESTIMATE,2024-01-16 00:00:00,2024-01-16 00:00:00,24360.35,704321.13,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2024-01-18 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500487770,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011920241815780002,4011920241815858018,,,t,t,2024-01-18 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401189600114999
C00495028,HMP,2024,48,202401189600115000,24,1744351,"MISSION CONTROL, INC.",,,,624 HEBRON AVE,STE 200,GLASTONBURY,CT,60335006,1744351,N,0,DIRECT MAIL - ESTIMATE,2024-01-16 00:00:00,2024-01-16 00:00:00,44851.04,704321.13,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2024-01-18 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500487768,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011920241815780002,4011920241815858019,,,t,t,2024-01-18 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401189600115000
C00495028,HMP,2024,48,202401049599972629,24,1741608,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1741608,N,0,DIGITAL ADVERTISING & PRODUCTION - ESTIMATE,2024-01-02 00:00:00,2024-01-02 00:00:00,98355.03,98355.03,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2024-01-04 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500484440,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4010420241813818014,4010420241813841103,,,t,t,2024-01-04 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401049599972629
C00495028,HMP,2024,48,202401209600126502,24,1744615,"MISSION CONTROL, INC.",,,,624 HEBRON AVE,STE 200,GLASTONBURY,CT,60335006,1744615,N,0,DIRECT MAIL - ESTIMATE,2024-01-19 00:00:00,2024-01-19 00:00:00,44818.04,840815.97,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2024-01-20 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500487976,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012020241815872003,4012020241815888010,,,t,t,2024-01-20 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401209600126502
C00486845,LCV VICTORY FUND,2023,48,202401119600034006,24,1742801,OTG STRATEGIES,,,,106 LANGTREE VILLAGE DR,STE 301,MOORESVILLE,NC,281177594,1742801,N,0,CANVASSING SERVICES,2023-12-20 00:00:00,2024-01-09 00:00:00,250000.00,262573.41,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"SONEKAN, TITI",2024-01-11 00:00:00,,,,O2024,SPECIAL GENERAL,,,TITI,,SONEKAN,500428110,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011120241815260014,4011120241815336094,,,t,t,2024-01-11 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401119600034006
C00486845,LCV VICTORY FUND,2023,48,202401119600034005,24,1742801,"LEAGUE OF CONSERVATION VOTERS, INC.",,,,740 15TH ST NW,STE 700,WASHINGTON,DC,200051036,1742801,N,0,STAFF TIME,2024-01-09 00:00:00,2024-01-09 00:00:00,148.41,262573.41,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"SONEKAN, TITI",2024-01-11 00:00:00,,,,O2024,SPECIAL GENERAL,,,TITI,,SONEKAN,500428113,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011120241815260014,4011120241815336093,,,t,t,2024-01-11 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401119600034005
C00495028,HMP,2023,48,202312299599926293,24,1740861,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1740861,N,0,DIGITAL PRODUCTION - ESTIMATE,2023-12-27 00:00:00,2023-12-27 00:00:00,1030.00,52539.64,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2023-12-29 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500483675,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4122920231813513003,4122920231813530005,,,t,t,2023-12-29 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202312299599926293
C00495028,HMP,2024,48,202401129600051402,24,1743092,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1742845,A,1,DIGITAL ADVERTISING - ESTIMATE,2024-01-09 00:00:00,2024-01-09 00:00:00,73491.13,389582.77,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"WOLFF, BRIAN",2024-01-12 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500485697,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011320241815450001,4011320241815458006,,,t,t,2024-01-12 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401129600051402
C90015140,AFT SOLIDARITY,2024,24,202401269600436904,,1746449,RED HORSE STRATEGIES,,,,55 WASHINGTON ST,,BROOKLYN,NY,11201,1746449,N,0,RADIO AD BUY & PRODUCTION,2024-01-25 00:00:00,,155650.00,250000.00,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,,,,,,S2024,SPECIAL,,,,,,F57.4668,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4012620241816523000,4012620241816526001,,,t,t,2024-01-26 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202401269600436904
C00486845,LCV VICTORY FUND,2024,48,202401249600240528,24,1745468,OTG STRATEGIES,,,,106 LANGTREE VILLAGE DR,STE 301,MOORESVILLE,NC,281177594,1745468,N,0,CANVASSING SERVICES,2024-01-23 00:00:00,2024-01-23 00:00:00,100000.00,452573.41,,,S,,,H6NY03247,"SUOZZI, THOMAS",,THOMAS,,SUOZZI,,H,NY,3,DEM,,,,,,,,"SONEKAN, TITI",2024-01-24 00:00:00,,,,O2024,SPECIAL GENERAL,,,TITI,,SONEKAN,500429726,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012420241816213008,4012420241816331024,,,t,t,2024-01-24 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401249600240528
C00754051,WORKERS VOTE,2024,48,202401189600113261,24,1744268,RED HORSE STRATEGIES,,,,55 WASHINGTON STREET SUITE 702,,BROOKLYN,NY,10036,1744268,N,0,ESTIMATED CANVASSING LITERATURE AND WEBSITE,2024-01-18 00:00:00,2024-01-17 00:00:00,27964.38,262400.28,1,Administrative/Salary/Overhead Expenses ,S,,,H6NY03247,"SUOZZI, TOM",,TOM,,SUOZZI,,H,NY,3,DEM,C00754051,,,,,,,"TANNU, ZAINA",2024-01-18 00:00:00,,,,O2024,SPECIAL,,,ZAINA,,TANNU,B864071,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011820241815716015,4011820241815765104,,,t,t,2024-01-18 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401189600113261
