committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,previous_file_number,amendment_indicator,amendment_number,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_state,candidate_office_district,candidate_party,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,election_type,election_type_full,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,most_recent,filing_date,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00495028,HMP,2024,24,202401319619299995,24,1753116,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1753116,N,0,DIGITAL ADVERTISING - ESTIMATE,2024-01-30 00:00:00,2024-01-30 00:00:00,272477.00,3669547.39,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-31 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500489244,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020120241818220000,4020120241818739000,,,t,t,2024-01-31 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401319619299995
C00495028,HMP,2024,24,202401269600442717,24,1746532,"MISSION CONTROL, INC.",,,,624 HEBRON AVE,STE 200,GLASTONBURY,CT,60335006,1746532,N,0,DIRECT MAIL - ESTIMATE,2024-01-25 00:00:00,2024-01-25 00:00:00,45932.26,2137209.94,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-26 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500488642,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012720241817162001,4012720241817178005,,,t,t,2024-01-26 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401269600442717
C00495028,HMP,2024,24,202402079619686057,24,1754722,GPS IMPACT,,,,220 SE 6TH ST,STE 330,DES MOINES,IA,503094845,1754722,N,0,MEDIA PRODUCTION - ESTIMATE,2024-02-06 00:00:00,2024-02-06 00:00:00,6388.11,6985270.69,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-02-07 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500490106,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020720241822551008,4020720241822948228,,,t,t,2024-02-07 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402079619686057
C90011172,AFSCME WORKING FAMILIES FUND,2024,24,202401319600808996,,1749887,RED HORSE STRATEGIES,,,,55 WASHINGTON STREET,SUITE 702,BROOKLYN,NY,11201,1749887,N,0,CHINESE WECHAT DIGITAL AD TO GENERAL PUBLIC OPPOSING MAZI PILIP  ESTIMATE,2024-01-31 00:00:00,,1000.00,36717.00,4,Advertising Expenses ,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,,,,,,S2024,SPECIAL,,,,,,F57.4832,,A,ADD,FOR EACH INDEPENDENT EXPENDITURE MADE,F5,4013120241817781000,4013120241817783002,,,t,t,2024-01-31 00:00:00,,,,SE-F57,https://docquery.fec.gov/cgi-bin/fecimg/?202401319600808996
C00000935,DCCC,2024,24,202401319608086626,24,1752381,MIDAS OPCO HOLDINGS LLC SKDKNICKERBOCKER LLC,,,,ONE WORLD TRADE CENTER,69TH FLOOR,NEW YORK,NY,10007,1748800,A,1,DIGITAL MEDIA -  PRODUCTION ESTIMATE,2024-01-31 00:00:00,2024-01-30 00:00:00,13545.16,3303126.90,,,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,"MERZ, JULIE",2024-01-31 00:00:00,,,,S2024,SPECIAL GENERAL,,,JULIE,,MERZ,SE-1069963,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4013120241817777006,4013120241818175475,,,t,t,2024-01-31 00:00:00,DATE OF DISSEMINATION: 01/30/24,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401319608086626
C00000935,DCCC,2024,24,202401319608086625,24,1752381,MIDAS OPCO HOLDINGS LLC SKDKNICKERBOCKER LLC,,,,ONE WORLD TRADE CENTER,69TH FLOOR,NEW YORK,NY,10007,1748800,A,1,DIGITAL MEDIA BUY ESTIMATE,2024-01-29 00:00:00,2024-01-30 00:00:00,60000.00,3303126.90,,,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,"MERZ, JULIE",2024-01-31 00:00:00,,,,S2024,SPECIAL GENERAL,,,JULIE,,MERZ,SE-1069745,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4013120241817777006,4013120241818175473,,,t,t,2024-01-31 00:00:00,DATE OF DISSEMINATION: 01/30/24,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401319608086625
C00754069,PAF,2024,24,202401289600455471,24,1747058,BEESWAX.IO,,,,275 7TH AVE,21ST FLOOR,NEW YORK,NY,10001,1747058,N,0,DIGITAL ADVERTISING,2024-01-28 00:00:00,2024-01-28 00:00:00,20000.00,161992.00,,,O,,,H4NY03283,"PILIP, MAZI",,MAZI,,PILIP,,H,NY,3,REP,,,,,,,,"SCHUMAN, BLAIR",2024-01-28 00:00:00,,,,O2024,SPECIAL,,,BLAIR,,SCHUMAN,WFT20240282137-1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012920241817221001,4012920241817404020,,,t,t,2024-01-28 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401289600455471
C00341396,MOVEON.ORG POLITICAL ACTION,2024,24,202402019619651974,24,1753934,NP AGENCY,,,,1100 G ST NW,STE 750,WASHINGTON,DC,200057411,1753934,N,0,ONLINE ADVERTISING,2024-01-31 00:00:00,2024-01-31 00:00:00,22000.00,22000.00,4,Advertising Expenses ,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI,MELESA,PILIP,,H,NY,3,REP,,,,,,,,"MATZZIE, TOM",2024-02-01 00:00:00,,,,S2024,SPECIAL,,,TOM,,MATZZIE,500055732,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020120241818220008,4020120241818739484,,,t,t,2024-02-01 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402019619651974
C00000935,DCCC,2023,48,202401109600022546,24,1742549,MIDAS OPCO HOLDINGS LLC SKDKNICKERBOCKER LLC,,,,ONE WORLD TRADE CENTER,69TH FLOOR,NEW YORK,NY,10007,1741319,A,1,DIGITAL MEDIA BUY ESTIMATE,2023-12-28 00:00:00,2024-01-02 00:00:00,85047.74,1018454.74,,,O,,,H4NY03283,"PILIP, MAZI MELESA",,MAZI MELESA,,PILIP,,H,NY,3,REP,,,,,,,,"MERZ, JULIE",2024-01-10 00:00:00,,,,S2024,SPECIAL GENERAL,,,JULIE,,MERZ,SE-1068676,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4011020241815211003,4011020241815250025,,,t,t,2024-01-10 00:00:00,DATE OF DISSEMINATION: 01/02/24,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401109600022546
C00495028,HMP,2024,24,202401269600442715,24,1746532,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1746532,N,0,DIGITAL PRODUCTION - ESTIMATE,2024-01-25 00:00:00,2024-01-25 00:00:00,6999.00,2137209.94,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-26 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500488644,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012720241817162001,4012720241817178002,,,t,t,2024-01-26 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401269600442715
C00495028,HMP,2024,24,202401309600689978,24,1748969,"MISSION CONTROL, INC.",,,,624 HEBRON AVE,STE 200,GLASTONBURY,CT,60335006,1748969,N,0,DIRECT MAIL - ESTIMATE,2024-01-29 00:00:00,2024-01-29 00:00:00,65405.71,2211758.65,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-01-30 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500488994,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4013120241817777000,4013120241818175000,,,t,t,2024-01-30 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202401309600689978
C00495028,HMP,2024,24,202402079619686056,24,1754722,GAMBIT STRATEGIES LLC,,,,2939 VAN NESS ST NW,APT 1006,WASHINGTON,DC,200084605,1754722,N,0,DIGITAL ADVERTISING - ESTIMATE,2024-02-06 00:00:00,2024-02-06 00:00:00,232959.98,6985270.69,,,O,,,H4NY03283,"PILIP, MAZI M.",,MAZI,M.,PILIP,,H,NY,3,REP,,,,,,,,"WOLFF, BRIAN",2024-02-07 00:00:00,,,,O2023,SPECIAL GENERAL,,,BRIAN,,WOLFF,500490104,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4020720241822551008,4020720241822948226,,,t,t,2024-02-07 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202402079619686056
